tipo_de_propiedad,lugar,lat-lon,precio,moneda,precio_aprox_local,precio_aprox_usd,superficie_total_en_m2,superficie_cubierta_en_m2,precio_por_m2_usd,precio_por_m2,lat,lon
Apartamento,Cuauhtémoc,"19.417923,-99.148384",1244970,MXN,1233707.63,65593.09,44,44,1490.7520454545454,28294.77273,19.417923,-99.148384
Apartamento,Benito Juárez,"19.3722276,-99.1718915",4416000,MXN,4418372.44,234913.6,92,92,2553.408696,48025.78739130435,19.3722276,-99.1718915
Casa,Benito Juárez,"19.40158,-99.15333",3180000,MXN,3151232.7,167543.01,230,230,728.4478695652174,13826.08696,19.40158,-99.15333
Apartamento,Miguel Hidalgo,"19.450256,-99.195016",931000,MXN,922577.8,49051.11,56,56,875.9126785714286,16625,19.450256,-99.195016
Apartamento,Benito Juárez,"19.3928098,-99.1497664",1920000,MXN,1903082.21,101182.03,128,128,790.4846094,15000,19.3928098,-99.1497664
Apartamento,Benito Juárez,"19.364891,-99.148384",1260000,MXN,1248601.52,66384.96,90,90,737.6106666666667,14000,19.364891,-99.148384
Apartamento,Cuauhtémoc,"19.428767,-99.1459",1550095,MXN,1536072.32,81669.05,85,85,960.8123529411765,18236.41176,19.428767,-99.1459
Apartamento,Benito Juárez,"19.39912,-99.141464",3000000,MXN,2972861.16,158059.45,82,82,1927.554268292683,36585.36585,19.39912,-99.141464
Apartamento,Cuajimalpa,"19.394432,-99.264644",590000,USD,11097015,590000,230,230,2565.217391304348,2565.217391,19.394432,-99.264644
Casa,Xochimilco,"19.269426,-99.139405",2550000,MXN,2527531.18,134382.39,160,160,839.8899375000001,15937.5,19.269426,-99.139405
Apartamento,Venustiano Carranza,"19.414261,-99.104118",2600000,MXN,2576479.55,136984.85,85,85,1611.5864705882354,30588.23529,19.414261,-99.104118
Apartamento,Benito Juárez,"19.367752,-99.180149",4000000,MXN,3963814.82,210745.93,106,106,1988.169150943396,37735.84906,19.367752,-99.180149
Apartamento,Cuauhtémoc,"19.441646,-99.151884",11000000,MXN,10900491,579551.32,250,250,2318.20528,44000,19.441646,-99.151884
Casa,Magdalena Contreras,"19.3297507854,-99.2278890594",18500000,MXN,18336991.4,974931.09,900,700,1083.256767,26428.57143,19.32975079,-99.22788906
Apartamento,Benito Juárez,"19.370501,-99.139389",2058400,MXN,2040262.75,108475.57,63,63,1721.8344444444444,32673.01587,19.370501,-99.139389
Casa,Magdalena Contreras,"19.312578,-99.236298",7450000,MXN,7382605.21,392514.3,146,146,2688.454109589041,51027.39726,19.312578,-99.236298
Apartamento,Cuauhtémoc,"19.415092,-99.1563828",5934760,MXN,6042348.55,321256.27,131,131,2452.337939,46124.79809160305,19.415092,-99.1563828
Apartamento,Coyoacán,"19.326922,-99.121203",990000,MXN,981044.02,52159.61,64,64,814.9939063,15468.75,19.326922,-99.121203
Casa,Benito Juárez,"19.401406,-99.156836",2425970,MXN,2404023.85,127815.82,371,371,344.51703504043127,6539.002695,19.401406,-99.156836
Casa,Tláhuac,"19.281761,-99.043289",4300000,MXN,4262111.42,226605.6,590,222,384.0772881,19369.36937,19.281761,-99.043289
Apartamento,Álvaro Obregón,"19.341894,-99.224525",3000000,MXN,2972861.16,158059.45,82,82,1927.554268292683,36585.36585,19.341894,-99.224525
Apartamento,Coyoacán,"19.322523,-99.141464",2850000,MXN,2824217.96,150156.47,78,78,1925.0829487179487,36538.46154,19.322523,-99.141464
Apartamento,Miguel Hidalgo,"19.4561747,-99.2032516",750000,MXN,743215.24,39514.86,59,59,669.7433898,12711.86441,19.4561747,-99.2032516
Apartamento,Tlalpan,"19.2790911,-99.2114234",771375,MXN,764578.12,40650.67,70,72,580.7238571,10713.54167,19.2790911,-99.2114234
Casa,Coyoacán,"19.308847,-99.119036",1855200,MXN,1838417.27,97743.96,250,250,390.97584,7420.8,19.308847,-99.119036
Apartamento,Benito Juárez,"19.382649,-99.143384",838522,MXN,830936.39,44178.77,70,70,631.1252857142857,11978.88571,19.382649,-99.143384
Casa,Coyoacán,"19.348694,-99.16291",1150000,USD,21629775,1150000,555,555,2072.072072072072,2072.072072,19.348694,-99.16291
Apartamento,Miguel Hidalgo,"19.398503,-99.230973",70000000,MXN,69366761.02,3688053.86,800,800,4610.067325,87500,19.398503,-99.230973
Apartamento,Miguel Hidalgo,"19.407269,-99.190754",687840,USD,12937238.64,687840,171,171,4022.45614,4022.45614,19.407269,-99.190754
Apartamento,Tlalpan,"19.290554,-99.176758",1850000,MXN,1833698.97,97493.1,77,77,1266.144156,24025.97403,19.290554,-99.176758
Apartamento,Cuauhtémoc,"19.414009,-99.142481",739000,MXN,732314.77,38935.31,50,50,778.7062,14780,19.414009,-99.142481
Apartamento,Cuauhtémoc,"19.428622,-99.14602",916666,MXN,908373.43,48295.9,1969,1969,24.528136109700355,465.5490096,19.428622,-99.14602
Apartamento,Benito Juárez,"19.3743553,-99.1383819",2414018,MXN,2392747.4,127216.28,64,64,1987.754375,37719.03125,19.3743553,-99.1383819
Apartamento,Cuauhtémoc,"19.427607,-99.160835",3364571,MXN,3334924.79,177309.45,102,102,1738.3279411764706,32985.9902,19.427607,-99.160835
Apartamento,Benito Juárez,"19.398297,-99.1561515",3870000,MXN,3835900.28,203945.04,86,86,2371.453953488372,45000,19.398297,-99.1561515
Apartamento,Tlalpan,"19.288873,-99.166238",1350000,MXN,1337787.47,71126.75,65,65,1094.2576923076922,20769.23077,19.288873,-99.166238
Apartamento,Venustiano Carranza,"19.410079,-99.127004",831000,MXN,823482.39,43782.46,69,69,634.5284057971014,12043.47826,19.410079,-99.127004
Apartamento,Coyoacán,"19.309208,-99.171906",993600,MXN,984611.62,52349.29,60,60,872.4881666666666,16560,19.309208,-99.171906
Apartamento,Benito Juárez,"19.380644,-99.179176",3160000,MXN,3131413.62,166489.28,98,98,1698.8702040816327,32244.89796,19.380644,-99.179176
Apartamento,Benito Juárez,"19.373493,-99.189857",1724666,MXN,1709469.39,90888.13,109,109,833.8360550458716,15822.62385,19.373493,-99.189857
Casa,Coyoacán,"19.354219,-99.126244",1360000,MXN,1348016.66,71670.61,150,150,477.80406666666664,9066.666667,19.354219,-99.126244
Apartamento,Benito Juárez,"19.375412,-99.144234",2000000,MXN,1981907.31,105372.96,60,60,1756.2160000000001,33333.33333,19.375412,-99.144234
Apartamento,Benito Juárez,"19.370272,-99.149127",1000000,MXN,990953.65,52686.48,70,70,752.6640000000001,14285.71429,19.370272,-99.149127
Apartamento,Benito Juárez,"19.394358,-99.177444",4100000,MXN,4062910.22,216014.58,73,73,2959.103835616438,56164.38356,19.394358,-99.177444
Casa,Gustavo A Madero,"19.4616861,-99.0613174",2600000,MXN,2577090.63,137017.34,120,288,1141.811167,9027.777778,19.4616861,-99.0613174
Casa,Iztapalapa,"19.330351,-99.086271",1600000,MXN,1629005.68,86610.08,170,170,509.4710588,9411.764706,19.330351,-99.086271
Apartamento,Benito Juárez,"19.387245,-99.147388",2350000,MXN,2328741.13,123813.23,145,145,853.8843448275862,16206.89655,19.387245,-99.147388
Apartamento,Álvaro Obregón,"19.386551,-99.193708",2150000,MXN,2130550.51,113275.94,59,59,1919.931186440678,36440.67797,19.386551,-99.193708
Apartamento,Benito Juárez,"19.386821,-99.164805",1305000,MXN,1293501.17,68772.16,80,80,859.652,16312.5,19.386821,-99.164805
Apartamento,Cuauhtémoc,"19.451685,-99.157107",760000,MXN,753124.69,40041.72,40,40,1001.043,19000,19.451685,-99.157107
Casa,Xochimilco,"19.2549021532,-99.1258641332",2280000,MXN,2259374.44,120125.18,284,219,422.9759859,10410.9589,19.25490215,-99.12586413
Apartamento,Cuauhtémoc,"19.408904,-99.174556",2039233,MXN,2021264.66,107465.49,90,90,1194.0610000000001,22658.14444,19.408904,-99.174556
Casa,Miguel Hidalgo,"19.43004,-99.179056",11000000,MXN,10900491,579551.32,350,350,1655.8609142857142,31428.57143,19.43004,-99.179056
Apartamento,Miguel Hidalgo,"19.430766,-99.191251",5900000,MXN,5846626.92,310850.25,80,80,3885.628125,73750,19.430766,-99.191251
Apartamento,Cuajimalpa,"19.3499358,-99.2906864",3200000,MXN,3171803.93,168636.73,78,78,2162.009358974359,41025.64103,19.3499358,-99.2906864
Casa,Miguel Hidalgo,"19.37995,-99.240535",7401000,MXN,7334048.43,389932.66,160,160,2437.0791249999997,46256.25,19.37995,-99.240535
Casa,Benito Juárez,"19.380747,-99.155304",3179750,MXN,3150984.99,167529.84,77,77,2175.7122077922077,41295.45455,19.380747,-99.155304
Casa,Álvaro Obregón,"19.357641,-99.234873",2589000,MXN,2566187.54,136437.65,100,100,1364.3764999999999,25890,19.357641,-99.234873
Casa,Magdalena Contreras,"19.326058,-99.216727",3650126,MXN,3617105.89,192312.3,100,100,1923.1229999999998,36501.26,19.326058,-99.216727
Apartamento,Iztapalapa,"19.301989,-99.066093",510000,MXN,505386.27,26870.1,50,50,537.4019999999999,10200,19.301989,-99.066093
Apartamento,Benito Juárez,"19.3653,-99.148217",1210000,MXN,1199053.91,63750.64,75,75,850.0085333333333,16133.33333,19.3653,-99.148217
Apartamento,Iztacalco,"19.410307,-99.065399",930000,MXN,921805.33,49010.04,60,60,816.834,15500,19.410307,-99.065399
Casa,Azcapotzalco,"19.484102,-99.184360",3100000,MXN,3072685.02,163366.83,143,142,1142.425385,21830.98592,19.484102,-99.18436
Casa,Benito Juárez,"19.383364,-99.168089",11062000,MXN,10964529.61,582956.09,250,250,2331.82436,44248,19.383364,-99.168089
Apartamento,Cuauhtémoc,"19.454082,-99.125206",1200000,MXN,1189144.46,63223.78,50,50,1264.4756,24000,19.454082,-99.125206
Apartamento,Cuauhtémoc,"19.448126,-99.153688",1890000,MXN,1872902.46,99577.45,74,74,1345.6412162162162,25540.54054,19.448126,-99.153688
Apartamento,Cuauhtémoc,"19.404442,-99.162688",1434000,MXN,1421027.5,75552.41,70,70,1079.3201428571429,20485.71429,19.404442,-99.162688
Apartamento,Álvaro Obregón,"19.341894,-99.224525",2678000,MXN,2653774.02,141094.4,82,82,1720.6634146341462,32658.53659,19.341894,-99.224525
Apartamento,Miguel Hidalgo,"19.4418426935,-99.2029461265",10156315,MXN,10066824.92,535227.42,321,288,1667.37514,35264.98264,19.44184269,-99.20294613
Apartamento,Benito Juárez,"19.3969419643,-99.1522832215",1700000,MXN,1684621.29,89567.02,27,27,3317.297037,62393.38111111111,19.39694196,-99.15228322
Apartamento,Benito Juárez,"19.383044,-99.187798",684973,MXN,678776.38,36088.81,90,90,400.9867777777778,7610.811111,19.383044,-99.187798
Apartamento,Álvaro Obregón,"19.359901,-99.189606",891000,MXN,883148.97,46954.78,84,84,558.9854761904762,10607.14286,19.359901,-99.189606
Apartamento,Benito Juárez,"19.3840559,-99.1617205",5378200,MXN,5475699.04,291128.96,114,114,2553.762807,48032.447719298245,19.3840559,-99.1617205
Casa,Gustavo A Madero,"19.475121,-99.121645",3980000,MXN,3943995.74,209692.2,251,251,835.4270916334661,15856.57371,19.475121,-99.121645
Apartamento,Miguel Hidalgo,"19.388153,-99.2569421",16000000,MXN,15859019.68,843183.65,450,450,1873.7414444444446,35555.55556,19.388153,-99.2569421
Casa,Tlalpan,"19.287188,-99.170525",3710000,MXN,3676438.24,195466.85,353,353,553.7304532577904,10509.91501,19.287188,-99.170525
Apartamento,Benito Juárez,"19.379897,-99.1469587",2300000,MXN,2279733.89,121207.64,70,70,1731.5377142857142,32857.14286,19.379897,-99.1469587
Casa,Benito Juárez,"19.3721819,-99.1717578",7400000,MXN,7334796.44,389972.43,120,220,3249.77025,33636.36364,19.3721819,-99.1717578
Casa,Álvaro Obregón,"19.378009,-99.193543",1485600,MXN,1472509.94,78289.6,150,150,521.9306666666668,9904,19.378009,-99.193543
Apartamento,Gustavo A Madero,"19.470215,-99.140075",899505,MXN,891579.13,47402.99,70,70,677.1855714285714,12850.07143,19.470215,-99.140075
Apartamento,Miguel Hidalgo,"19.446185,-99.173164",780000,MXN,772943.77,41095.45,64,64,642.1164063,12187.5,19.446185,-99.173164
Apartamento,Gustavo A Madero,"19.487275,-99.104992",424800,MXN,420956.98,22381.21,50,50,447.6242,8496,19.487275,-99.104992
Apartamento,Cuajimalpa,"19.345565,-99.26655",3000000,USD,56425500,3000000,600,600,5000,5000,19.345565,-99.26655
Apartamento,Álvaro Obregón,"19.368058,-99.218337",1610000,MXN,1595813.76,84845.35,180,180,471.3630555555556,8944.444444,19.368058,-99.218337
Casa,Iztapalapa,"19.3578178,-99.0543447",1600000,MXN,1585525.89,84298.37,56,56,1505.328036,28312.96232142857,19.3578178,-99.0543447
Apartamento,Azcapotzalco,"19.484356,-99.210811",400800,MXN,397174.2,21116.74,65,65,324.8729230769231,6166.153846,19.484356,-99.210811
Apartamento,Iztapalapa,"19.359004,-99.092622",564300,MXN,559195.13,29730.98,73,73,407.2736986,7730.136986,19.359004,-99.092622
Apartamento,Benito Juárez,"19.3596661,-99.1481217",3163900,MXN,3211036.39,170722.62,88,88,1940.029773,36489.04988636364,19.3596661,-99.1481217
Casa,Cuajimalpa,"19.357350,-99.299792",10500000,MXN,10407481.65,553339.27,328,328,1687.009969512195,32012.19512,19.35735,-99.299792
Apartamento,Benito Juárez,"19.362864,-99.173988",5669500,MXN,5619544.38,298776.85,94,94,3178.477128,60313.82979,19.362864,-99.173988
Apartamento,Azcapotzalco,"19.480501,-99.178139",870000,MXN,862334.17,45848.11,46,46,996.6980434782608,18913.04348,19.480501,-99.178139
Apartamento,Coyoacán,"19.350054,-99.123476",2880000,MXN,2853946.68,151737.07,107,107,1418.1034579439254,26915.88785,19.350054,-99.123476
Apartamento,Álvaro Obregón,"19.341894,-99.224525",2979100,MXN,2952150.18,156958.3,96,96,1634.9822916666665,31032.29167,19.341894,-99.224525
Apartamento,Cuauhtémoc,"19.4540833,-99.1252086",950000,MXN,941405.86,50052.15,60,60,834.2025,15833.33333,19.4540833,-99.1252086
Apartamento,Iztapalapa,"19.38342,-99.086604",1900000,MXN,1882811.91,100104.31,88,88,1137.5489772727271,21590.90909,19.38342,-99.086604
Apartamento,Miguel Hidalgo,"19.407269,-99.190754",900000,USD,16927650,900000,260,260,3461.538462,3461.538462,19.407269,-99.190754
Apartamento,Miguel Hidalgo,"19.420166,-99.220367",4500000,USD,84638250,4500000,1125,1125,4000,4000,19.420166,-99.220367
Apartamento,Benito Juárez,"19.366738,-99.14554",1224000,MXN,1213214.83,64503.54,90,90,716.706,13600,19.366738,-99.14554
Casa,Cuauhtémoc,"19.4636140251,-99.1457475726",1000000,MXN,991188.57,52698.97,140,240,376.4212143,4166.666667,19.46361403,-99.14574757
Apartamento,Cuajimalpa,"19.384553,-99.2491233",6948310,MXN,7074272.76,376121.05,130,130,2893.238846,54417.482769230766,19.384553,-99.2491233
Apartamento,Miguel Hidalgo,"19.453854,-99.193979",680400,MXN,674244.85,35847.88,70,70,512.1125714285714,9720,19.453854,-99.193979
Casa,Gustavo A Madero,"19.482945,-99.113471",1480000,MXN,1466611.4,77975.99,126,126,618.8570634920635,11746.03175,19.482945,-99.113471
Apartamento,Cuajimalpa,"19.346647,-99.275787",1500000,USD,28212750,1500000,350,350,4285.714285714285,4285.714286,19.346647,-99.275787
Apartamento,Benito Juárez,"19.367424,-99.185753",3200000,MXN,3171803.93,168636.73,80,80,2107.9591250000003,40000,19.367424,-99.185753
Casa,Xochimilco,"19.264442,-99.124863",3500000,MXN,3468337.99,184402.69,160,160,1152.516813,21875,19.264442,-99.124863
Casa,Cuauhtémoc,"19.4468279,-99.1594532",21000000,MXN,20814963.31,1106678.54,870,800,1272.044299,26250,19.4468279,-99.1594532
Apartamento,Miguel Hidalgo,"19.402944,-99.199727",1139400,MXN,1129092.49,60030.97,70,70,857.5852857142858,16277.14286,19.402944,-99.199727
Apartamento,Azcapotzalco,"19.486016,-99.180528",1247400,MXN,1236115.49,65721.11,90,90,730.2345555555555,13860,19.486016,-99.180528
Casa,Álvaro Obregón,"19.351912,-99.190111",45750000,MXN,45336133.1,2410406.63,650,650,3708.317892307692,70384.61538,19.351912,-99.190111
Casa,Venustiano Carranza,"19.416867,-99.114059",2898666,MXN,2872443.71,152720.51,116,116,1316.5561206896552,24988.5,19.416867,-99.114059
Apartamento,Benito Juárez,"19.367424,-99.185753",3250000,MXN,3220599.58,171231.07,97,97,1765.268762886598,33505.15464,19.367424,-99.185753
Casa,Iztapalapa,"19.374413,-99.105499",3350000,MXN,3319694.98,176499.72,200,200,882.4986,16750,19.374413,-99.105499
Casa,Tlalpan,"19.290953,-99.124863",5400000,MXN,5352419.1,284574.48,240,240,1185.727,22500,19.290953,-99.124863
Casa,Coyoacán,"19.338133,-99.161881",8500000,MXN,8423106.66,447835.11,20,20,22391.7555,425000,19.338133,-99.161881
Casa,Cuajimalpa,"19.357350,-99.299792",1970000,MXN,1952178.79,103792.37,190,190,546.2756315789474,10368.42105,19.35735,-99.299792
Casa,Azcapotzalco,"19.467845,-99.175441",1874000,MXN,1857487.58,98757.88,210,210,470.27561904761905,8923.809524,19.467845,-99.175441
Casa,Benito Juárez,"19.395511,-99.184236",7310000,MXN,7243871.64,385138.19,120,120,3209.484916666667,60916.66667,19.395511,-99.184236
Casa,Tlalpan,"19.274252,-99.169215",2360000,MXN,2338650.77,124340.1,90,90,1381.5566666666668,26222.22222,19.274252,-99.169215
Apartamento,Cuajimalpa,"19.366901,-99.297272",2076200,MXN,2057417.99,109387.67,65,65,1682.8872307692307,31941.53846,19.366901,-99.297272
Casa,Tlalpan,"19.288803,-99.140128",2390000,MXN,2368379.29,125920.69,164,164,767.8090853658537,14573.17073,19.288803,-99.140128
Casa,Tlalpan,"19.283408,-99.218643",4000000,MXN,3963814.82,210745.93,321,321,656.5293769470405,12461.05919,19.283408,-99.218643
Apartamento,Cuauhtémoc,"19.4417291,-99.1629024",1450000,MXN,1437223.5,76413.51,58,58,1317.47431,25000,19.4417291,-99.1629024
Apartamento,Miguel Hidalgo,"19.455159,-99.200508",960000,MXN,951315.49,50579.02,62,62,815.7906451612903,15483.87097,19.455159,-99.200508
Casa,Azcapotzalco,"19.473623,-99.197517",2200000,MXN,2180615.17,115937.75,149,285,778.1057047,7719.298246,19.473623,-99.197517
Apartamento,Álvaro Obregón,"19.378466,-99.197501",1100000,MXN,1090049.06,57955.13,70,70,827.9304285714285,15714.28571,19.378466,-99.197501
Apartamento,Benito Juárez,"19.3755039,-99.1630337",4930000,MXN,4885401.79,259744.36,75,75,3463.258133,65733.33333,19.3755039,-99.1630337
Casa,Cuajimalpa,"19.3904162,-99.2550003",31480000,MXN,31195223.43,1658570.51,630,630,2632.651603,49516.227666666666,19.3904162,-99.2550003
Apartamento,Iztacalco,"19.396727,-99.115875",1475000,MXN,1461656.68,77712.56,55,55,1412.9556363636364,26818.18182,19.396727,-99.115875
Casa,Álvaro Obregón,"19.378009,-99.193543",1485600,MXN,1472509.94,78289.6,85,85,921.0541176470589,17477.64706,19.378009,-99.193543
Casa,Magdalena Contreras,"19.317922,-99.236124",3350000,MXN,3320482.11,176541.57,350,350,504.4044857142857,9571.428571,19.317922,-99.236124
Apartamento,Álvaro Obregón,"19.377369,-99.198052",1217688,MXN,1206672.29,64155.69,80,80,801.946125,15221.1,19.377369,-99.198052
Apartamento,Benito Juárez,"23.634501,-102.552788",6319200,MXN,6262034.65,332936.42,143,143,2328.226713286713,44190.20979,23.634501,-102.552788
Casa,Iztacalco,"19.399741,-99.115503",1087334,MXN,1077497.58,57287.8,100,100,572.878,10873.34,19.399741,-99.115503
Casa,Gustavo A Madero,"19.479406,-99.078559",1200000,MXN,1189144.46,63223.78,250,250,252.89512,4800,19.479406,-99.078559
Apartamento,Cuauhtémoc,"19.4111668,-99.1644062",5154700,MXN,5109280.49,271647.42,87,87,3122.3841379310343,59249.42529,19.4111668,-99.1644062
Casa,Coyoacán,"19.3563428,-99.1644956",15640488,MXN,15502675.34,824237.73,171,341,4820.103684,45866.53372,19.3563428,-99.1644956
Apartamento,Iztacalco,"19.392349,-99.07093",750000,MXN,743391.47,39524.23,48,48,823.4214583333334,15625,19.392349,-99.07093
Casa,Miguel Hidalgo,"19.407269,-99.190754",1290000,USD,24262965,1290000,1091,970,1182.401467,1329.896907,19.407269,-99.190754
Apartamento,Tláhuac,"19.3025260973,-99.0489256382",500000,MXN,495476.82,26343.24,65,65,405.2806154,7622.720307692308,19.3025261,-99.04892564
Tienda,Cuauhtémoc,"19.4200104,-99.1433281",2489550,MXN,2534681.98,134762.58,71,71,1898.064507,35699.7462,19.4200104,-99.1433281
Casa,Iztapalapa,"19.37808,-99.035519",2490000,MXN,2467474.7,131189.34,230,230,570.3884347826087,10826.08696,19.37808,-99.035519
Apartamento,Álvaro Obregón,"19.345651,-99.212079",1950000,MXN,1932359.71,102738.64,75,75,1369.8485333333333,26000,19.345651,-99.212079
Apartamento,Benito Juárez,"19.382649,-99.143384",838522,MXN,830936.39,44178.77,75,75,589.0502666666666,11180.29333,19.382649,-99.143384
Apartamento,Gustavo A Madero,"19.465349,-99.150474",816800,MXN,809410.81,43034.31,70,70,614.7758571428571,11668.57143,19.465349,-99.150474
Apartamento,Gustavo A Madero,"19.496491,-99.149702",1110000,MXN,1099958.5,58481.99,60,60,974.6998333333333,18500,19.496491,-99.149702
Apartamento,Miguel Hidalgo,"19.453854,-99.193979",680400,MXN,674404.72,35856.38,60,60,597.6063333333333,11340,19.453854,-99.193979
Apartamento,Azcapotzalco,"19.472155,-99.161186",1950048,MXN,1932407.29,102741.17,68,68,1510.8995588235293,28677.17647,19.472155,-99.161186
Apartamento,Cuauhtémoc,"19.405298,-99.164986",4280000,MXN,4241281.95,225498.15,74,74,3047.2722972972974,57837.83784,19.405298,-99.164986
Casa,Álvaro Obregón,"19.338886,-99.252586",6006196,MXN,5951862.17,316445.34,280,280,1130.1619285714287,21450.7,19.338886,-99.252586
Casa,Álvaro Obregón,"19.373535,-99.194161",1475660,MXN,1462310.65,77747.33,70,70,1110.6761428571428,21080.85714,19.373535,-99.194161
Apartamento,Cuauhtémoc,"19.452245,-99.15589",1355000,MXN,1342742.2,71390.18,80,80,892.3772499999999,16937.5,19.452245,-99.15589
Casa,Venustiano Carranza,"19.423202,-99.110099",2792000,MXN,2766742.76,147100.66,288,288,510.7661805555556,9694.444444,19.423202,-99.110099
Apartamento,Iztacalco,"19.410307,-99.065399",1700000,MXN,1684621.29,89567.02,64,64,1399.484688,26562.5,19.410307,-99.065399
Apartamento,Cuauhtémoc,"19.41498,-99.177444",5425000,MXN,5375923.9,285824.17,96,96,2977.3351041666665,56510.41667,19.41498,-99.177444
Casa,Azcapotzalco,"19.476283,-99.17696",3340000,MXN,3309785.34,175972.85,240,240,733.2202083333334,13916.66667,19.476283,-99.17696
Casa,Iztapalapa,"19.3176966,-99.0612554",2075000,MXN,2056716.43,109350.37,100,100,1093.5037,20750,19.3176966,-99.0612554
Apartamento,Venustiano Carranza,"19.428152,-99.106194",1500000,MXN,1486430.48,79029.72,67,67,1179.5480597014925,22388.0597,19.428152,-99.106194
Casa,Xochimilco,"19.236063,-99.113616",900000,MXN,891858.25,47417.83,170,170,278.9284117647059,5294.117647,19.236063,-99.113616
Apartamento,Cuauhtémoc,"19.405887,-99.16285",843600,MXN,835968.42,44446.31,90,90,493.84788888888886,9373.333333,19.405887,-99.16285
Apartamento,Iztacalco,"19.392349,-99.07093",400000,MXN,396475.46,21079.59,40,40,526.98975,10000,19.392349,-99.07093
Apartamento,Coyoacán,"19.305233,-99.12269",905000,MXN,896812.97,47681.26,80,80,596.01575,11312.5,19.305233,-99.12269
Apartamento,Azcapotzalco,"19.470359,-99.183001",1180000,MXN,1169325.38,62170.05,80,80,777.125625,14750,19.470359,-99.183001
Casa,Gustavo A Madero,"19.473522,-99.069364",3000000,MXN,2972861.16,158059.45,280,280,564.4980357142857,10714.28571,19.473522,-99.069364
Apartamento,Benito Juárez,"19.371992,-99.157853",2516900,MXN,2494722.76,132638.05,72,69,1842.195139,36476.81159,19.371992,-99.157853
Apartamento,Benito Juárez,"19.369509,-99.172532",1710000,MXN,1694530.74,90093.88,65,65,1386.0596923076923,26307.69231,19.369509,-99.172532
Apartamento,Benito Juárez,"19.384467,-99.135872",1860000,MXN,1843610.86,98020.09,80,80,1225.251125,23250,19.384467,-99.135872
Apartamento,Iztapalapa,"19.3624155,-99.1300955",1590000,MXN,1575989.98,83791.37,119,108,704.1291597,14722.22222,19.3624155,-99.1300955
Casa,Álvaro Obregón,"19.3324656266,-99.2559626698",18500000,MXN,18835378.47,1001429.06,579,650,1729.583869,28461.53846,19.33246563,-99.25596267
Casa,Tlalpan,"19.290949,-99.142377",3300000,MXN,3270147.18,173865.39,197,197,882.5654314720813,16751.26904,19.290949,-99.142377
Apartamento,Álvaro Obregón,"19.386852,-99.194748",1620000,MXN,1605344.97,85352.1,58,58,1471.5879310344828,27931.03448,19.386852,-99.194748
Casa,Coyoacán,"19.3437444,-99.1561883",5950000,MXN,5897572.94,313558.92,327,275,958.8957798,21636.36364,19.3437444,-99.1561883
Apartamento,Xochimilco,"19.2789407,-99.1343543",2000000,MXN,1981907.31,105372.96,120,68,878.108,29411.76471,19.2789407,-99.1343543
Apartamento,Iztapalapa,"19.365567,-99.036448",560000,MXN,555065.54,29511.42,50,50,590.2284,11200,19.365567,-99.036448
Apartamento,Iztacalco,"19.381125,-99.1226",443290,MXN,439279.85,23355.39,54,54,432.5072222222222,8209.074074,19.381125,-99.1226
Apartamento,Iztapalapa,"19.3513303772,-99.0817327425",526720,MXN,522078.81,27757.6,63,63,440.59682539682535,8360.634921,19.35133038,-99.08173274
Apartamento,Coyoacán,"19.332495,-99.168057",930000,MXN,921805.33,49010.04,80,80,612.6255,11625,19.332495,-99.168057
Apartamento,Benito Juárez,"19.37314,-99.188301",1724667,MXN,1709065.01,90866.63,90,90,1009.6292222222223,19162.96667,19.37314,-99.188301
Apartamento,Benito Juárez,"19.402603,-99.137615",2150000,MXN,2130550.51,113275.94,60,60,1887.9323333333334,35833.33333,19.402603,-99.137615
Casa,Gustavo A Madero,"19.529057,-99.135933",1800000,MXN,1784139.7,94858.16,235,600,403.6517447,3000,19.529057,-99.135933
Apartamento,Cuauhtémoc,"19.430132,-99.169144",8350000,MXN,8274463.46,439932.13,147,147,2992.7355782312925,56802.72109,19.430132,-99.169144
Casa,Álvaro Obregón,"19.3443,-99.233696",3700000,MXN,3666528.8,194939.99,259,259,752.6640541,14285.71429,19.3443,-99.233696
Casa,Iztapalapa,"19.353788,-99.105499",2600000,MXN,2577090.63,137017.34,140,300,978.6952857,8666.666667,19.353788,-99.105499
Apartamento,Azcapotzalco,"19.465454,-99.162665",1430636,MXN,1417694.07,75375.18,69,69,1092.393913043478,20733.85507,19.465454,-99.162665
Casa,Álvaro Obregón,"19.390806,-99.195413",20000000,MXN,19823774.55,1053979.56,964,781,1093.339793,25608.19462,19.390806,-99.195413
Apartamento,Azcapotzalco,"19.48964,-99.165167",975461,MXN,966636.71,51393.61,50,50,1027.8722,19509.22,19.48964,-99.165167
Apartamento,Benito Juárez,"19.395077,-99.168409",1756447,MXN,1740557.58,92541.01,75,75,1233.8801333333333,23419.29333,19.395077,-99.168409
Apartamento,Miguel Hidalgo,"19.443649,-99.20299",7927625,MXN,7855909.45,417678.68,243,243,1718.8423045267489,32623.97119,19.443649,-99.20299
Apartamento,Iztacalco,"19.395901,-99.097612",1480000,MXN,1466611.4,77975.99,70,70,1113.9427142857144,21142.85714,19.395901,-99.097612
Apartamento,Miguel Hidalgo,"23.634501,-102.552788",4416000,MXN,4376051.62,232663.51,87,87,2674.2932183908047,50758.62069,23.634501,-102.552788
Apartamento,Miguel Hidalgo,"19.407269,-99.190754",1151500,USD,21657987.75,1151500,193,193,5966.321243523316,5966.321244,19.407269,-99.190754
